ef_id,category_code,category_name_th,category_name_en,ef_name,ef_description,unit,factor_value,source_name,source_detail,updated_tag,raw_text
362,11,กลุ่มอาหารสัตว์,,ถั่วเหลอืงอนิทรยี์,ครอบคลมุตงั้แตกา่รเตรยีมแปลงการปลกูการดแูลรักษาและการเก็บเกยี่ว; ข้อมลูจากแปลงเกษตรกรทขี่นึ้ทะเบยีนการรับรองมาตรฐานเกษตรอนิทรยี; ์LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0969,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"362. | ถั่วเหลอืงอนิทรยี์| ครอบคลมุตงั้แตกา่รเตรยีมแปลงการปลกูการดแูลรักษาและการเก็บเกยี่ว; ข้อมลูจากแปลงเกษตรกรทขี่นึ้ทะเบยีนการรับรองมาตรฐานเกษตรอนิทรยี ;์LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0969 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
363,11,กลุ่มอาหารสัตว์,,มันสาปะหลัง,ครอบคลมุตงั้แตกา่รเตรยีมดนิการปลกูการดแูลรักษา (การใสป่๋ยุและการป้องกันกาจัดแมลง) และการเก็บเกยี่ว; ข้อมลูการปลกูมันสาปะหลังในเขตภาคตะวันออกเฉียงเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0489,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"363. | มันสาปะหลัง | ครอบคลมุตงั้แตกา่รเตรยีมดนิการปลกูการดแูลรักษา (การใสป่๋ยุและการป้องกันกาจัดแมลง) และการเก็บเกยี่ว; ข้อมลูการปลกูมันสาปะหลังในเขตภาคตะวันออกเฉียงเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0489 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
364,11,กลุ่มอาหารสัตว์,,มันสาปะหลัง (ปลกูแบบปลอดภัย; อนิทรยี )์,ครอบคลมุตงั้แตกา่รเตรยีมดนิการปลกูการดแูลรักษา (การใสป่๋ยุและการป้องกันกาจัดแมลง) และการเก็บเกยี่ว; ข้อมลูการปลกูมันสาปะหลังในเขตภาคตะวันออกเฉียงเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.053,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"364. | มันสาปะหลัง (ปลกูแบบปลอดภัย; อนิทรยี )์| ครอบคลมุตงั้แตกา่รเตรยีมดนิการปลกูการดแูลรักษา (การใสป่๋ยุและการป้องกันกาจัดแมลง) และการเก็บเกยี่ว; ข้อมลูการปลกูมันสาปะหลังในเขตภาคตะวันออกเฉียงเหนอืของประเทศไทย; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.053 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
365,11,กลุ่มอาหารสัตว์,,มันสาปะหลังหมักอนิทรยี์,ครอบคลมุตงั้แตกา่รเตรยีมแปลงการเพาะปลกูการดแูลรักษาและการเก็บเกยี่ว; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.0833,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Mar2021,"365. | มันสาปะหลังหมักอนิทรยี์| ครอบคลมุตงั้แตกา่รเตรยีมแปลงการเพาะปลกูการดแูลรักษาและการเก็บเกยี่ว; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.0833 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Mar2021"
366,11,กลุ่มอาหารสัตว์,,กากถั่วเหลอืง,การสกัดนำ้มันถั่วเหลอืงและไดผ้ลติภัณฑพ์ลอยได้คอืกากถั่วเหลอืงซงึ่จะถกูนาไปผา่นกระบวนการผลิตเป็นกากถั่วเหลอืงเพอื่ใช่ป็นวัตถดุบิสาหรับผลิตอาหารสัตว; ์LCIA method IPCC 2013 GWP 100a V1.03,kg,1.024,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"366. | กากถั่วเหลอืง | การสกัดน้ำมันถั่วเหลอืงและไดผ้ลติภัณฑพ์ลอยได้คอืกากถั่วเหลอืงซงึ่จะถกูนาไปผา่นกระบวนการผลิตเป็นกากถั่วเหลอืงเพอื่ใชเ้ป็นวัตถดุบิสาหรับผลิตอาหารสัตว;์LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.024 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
367,11,กลุ่มอาหารสัตว์,,เศษปลาจากซรูมิิ,เศษปลาซงึ่เป็นผลิตภัณฑพ์ลอยไดจากโรงงานที่ผลิตซรูมิ; ิ LCIA method IPCC 2013 GWP 100a V1.03,kg,0.2071,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"367. | เศษปลาจากซรูมิิ | เศษปลาซงึ่เป็นผลิตภัณฑพ์ลอยไดจากโรงงานที่ผลิตซรูมิ ;ิ LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.2071 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
368,11,กลุ่มอาหารสัตว์,,เศษปลาจากทนู่า,เศษทนู่าซงึ่เป็นผลิตภัณฑพ์ลอยไดจากโรงงานที่ผลิตผลิตภัณฑจากทนู่าในรปูแบบตา่งๆตามประเภทบรรจุภัณฑ; ์LCIA method IPCC 2013 GWP 100a V1.03,kg,1.2702,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"368. | เศษปลาจากทนู่า | เศษทนู่าซงึ่เป็นผลิตภัณฑพ์ลอยไดจากโรงงานที่ผลิตผลิตภัณฑจากทนู่าในรปูแบบตา่งๆตามประเภทบรรจุภัณฑ;์LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.2702 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
369,11,กลุ่มอาหารสัตว์,,ปลาเป็ด,การไดมา้ซงึ่ปลาทไี่มใ่ชบ้รโิภคเป็นผลิตภัณฑ์พลอยไดจากการทาประมงในนา่นนำ้เพอื่จับปลาเพอื่การบรโิภค; LCIA method IPCC 2013 GWP 100a V1.03,kg,0.2071,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"369. | ปลาเป็ด | การไดมา้ซงึ่ปลาทไี่มใ่ชบ้รโิภคเป็นผลิตภัณฑ์พลอยไดจากการทาประมงในนา่นน้ำเพอื่จับปลาเพอื่การบรโิภค; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 0.2071 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
370,11,กลุ่มอาหารสัตว์,,ปลาป่นทผี่ลติจากเศษปลาซรูมิิ,ปลาป่นทผี่ลติโดยใชว้ัตถดุบิหลักจากเศษปลาซงึ่เป็นผลิตภัณฑพ์ลอยไดจากโรงงานผลิตซรูมิ; ิ LCIA method IPCC 2013 GWP 100a V1.03,kg,1.7598,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"370. | ปลาป่นทผี่ลติจากเศษปลาซรูมิิ | ปลาป่นทผี่ลติโดยใชว้ัตถดุบิหลักจากเศษปลาซงึ่เป็นผลิตภัณฑพ์ลอยไดจากโรงงานผลิตซรูมิ ;ิ LCIA method IPCC 2013 GWP 100a V1.03 | kg | 1.7598 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
371,11,กลุ่มอาหารสัตว์,,ปลาป่นทผี่ลติจากเศษปลาทนู่า,ปลาป่นทผี่ลติโดยใชว้ัตถดุบิหลักจากเศษปลาทนู่าซงึ่เป็นผลิตภัณฑพ์ลอยไดจากโรงงานผลิตผลิตภัณฑจากทนู่า; LCIA method IPCC 2013 GWP 100a V1.03,kg,3.7187,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"371. | ปลาป่นทผี่ลติจากเศษปลาทนู่า | ปลาป่นทผี่ลติโดยใชว้ัตถดุบิหลักจากเศษปลาทนู่าซงึ่เป็นผลิตภัณฑพ์ลอยไดจากโรงงานผลิตผลิตภัณฑจากทนู่า; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 3.7187 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
372,11,กลุ่มอาหารสัตว์,,ปลาป่นทผี่ลติจากปลาเป็ด,ปลาป่นทผี่ลติโดยใชว้ตัถดุบิหลกัจากสตัวน้์าทไี่มนา่ไปบรโิภคซงึ่ไดจากการทาประมงในนา่นนำ้เป็นหลกั; LCIA method IPCC 2013 GWP 100a V1.03,kg,5.1364,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"372. | ปลาป่นทผี่ลติจากปลาเป็ด | ปลาป่นทผี่ลติโดยใชว้ตัถดุบิหลกัจากสตัวน์้าทไี่มนา่ไปบรโิภคซงึ่ไดจากการทาประมงในนา่นน้ำเป็นหลกั ; LCIA method IPCC 2013 GWP 100a V1.03 | kg | 5.1364 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
